,bigram,bigram_runtime,cfld,cfld_runtime,absolute_emd,absolute_emd_runtime,absolute_wass,absolute_wass_runtime,case_arrival_emd,case_arrival_emd_runtime,case_arrival_wass,case_arrival_wass_runtime,circadian_emd,circadian_emd_runtime,circadian_wass,circadian_wass_runtime,relative_emd,relative_emd_runtime,relative_wass,relative_wass_runtime,cycle_time_wass,cycle_time_wass_runtime
mean,0.0208383537,1.9432337998000002,0.0218773392,5.2683712245,5.432761612599999,3.2188678026999993,10.2374690972,0.0407396077,0.0,0.1286518096,0.0,0.1217119216,0.0879277372,0.14378936290000002,0.10615475690000001,0.014142823200000001,8.024532834999999,0.4303976297,8.746192153,0.37244043349999995,262.30370000000005,0.3132709265
conf,0.0053185216560676365,0.2879327911478113,0.0031163771040441973,0.3256312380893729,1.6430694773948067,0.2985384630836893,2.469517895549366,0.004361658452873963,0.0,0.0049538043875675545,0.0,0.011538494259095096,0.006494851641108059,0.009553135221574275,0.009974526903911976,0.006369531564795493,0.17978721022404812,0.028445401017201843,0.27621342884075006,0.025213527627773194,6.193201411871866,0.05339793598938782
