,bigram,bigram_runtime,cfld,cfld_runtime,absolute_emd,absolute_emd_runtime,absolute_wass,absolute_wass_runtime,case_arrival_emd,case_arrival_emd_runtime,case_arrival_wass,case_arrival_wass_runtime,circadian_emd,circadian_emd_runtime,circadian_wass,circadian_wass_runtime,relative_emd,relative_emd_runtime,relative_wass,relative_wass_runtime,cycle_time_wass,cycle_time_wass_runtime
mean,0.0262548587,1.7649175405000002,0.0229552308,5.0949031354,4.2885411105,2.4979568957000002,8.3492124787,0.05555236339999999,0.0904,0.1421326877,0.0904,0.11293363559999998,0.0531011567,0.1464256048,0.061938665299999994,0.0073395252,7.0851575014,0.4145703792,8.031363814399999,0.3471706628000001,200.53109999999998,0.287198925
conf,0.0049696821253413575,0.025629026511018442,0.0031565988504604872,0.14860250370266298,1.3383776633182545,0.06753490273333372,2.0633317472528847,0.012287825251620877,0.03950428571213073,0.008892376833526824,0.03950428571213073,0.004671946951912525,0.006628437262972078,0.006541240374960255,0.008847909039175006,0.005641714306128934,0.5130697633846197,0.01770046296704214,1.0620585091918464,0.015132461470338377,15.663749370327396,0.009492527659788004
