,bigram,bigram_runtime,cfld,cfld_runtime,absolute_emd,absolute_emd_runtime,absolute_wass,absolute_wass_runtime,case_arrival_emd,case_arrival_emd_runtime,case_arrival_wass,case_arrival_wass_runtime,circadian_emd,circadian_emd_runtime,circadian_wass,circadian_wass_runtime,relative_emd,relative_emd_runtime,relative_wass,relative_wass_runtime,cycle_time_wass,cycle_time_wass_runtime
mean,0.3422710311,1.7634848117000002,0.1971316736,5.0343134879,2.5769087027,2.4760554314,4.481051738900001,0.05833306309999999,0.0,0.1162197589,0.0,0.1157752276,0.0547382544,0.1556538106,0.06379011949999999,0.0135958673,1.9098772024000001,0.39918489459999995,2.316272086,0.370589137,42.376400000000004,0.29113118639999996
conf,0.0026283721342994885,0.021427369897227194,0.0022250249748463403,0.14483217247190594,0.33606098106335425,0.028340344220505242,0.8301008070326498,0.011095811656043685,0.0,0.008151709983759263,0.0,0.00578843484239435,0.008854573604807766,0.008825847254934871,0.01179910815937239,0.003703715368986305,0.26255540732378263,0.010740239334303915,0.21553370712699876,0.012106415041978458,3.8320866842493007,0.006595702355795691
