,bigram,bigram_runtime,absolute_emd,absolute_emd_runtime,absolute_wass,absolute_wass_runtime,case_arrival_emd,case_arrival_emd_runtime,case_arrival_wass,case_arrival_wass_runtime,circadian_emd,circadian_emd_runtime,circadian_wass,circadian_wass_runtime,relative_emd,relative_emd_runtime,relative_wass,relative_wass_runtime,cycle_time_wass,cycle_time_wass_runtime,cfld,cfld_runtime
mean,0.13325343299999998,24.389187787999997,29.219808274000002,131.77616143999998,79.192572556,0.9833005429,153.25208333,24.510782387000003,153.25208333,3.5079714298,28.522776393999997,0.40220444219999996,2.3440945298,0.050104141199999994,45.911767557000005,26.448859453,150.83305953,5.6667153596999995,124.21165993999998,5.1768158197,0.15556831850000002,22.932731915
conf,0.005177393352379646,1.219399040685032,8.333970761956898,6.323189880843747,16.115918815254503,0.04022602828055193,24.758231184431075,1.0170614673389298,24.758231184431075,0.05707249594350652,1.2439906974776023,0.026125276107956983,0.034600621958163526,0.0007280162200868273,2.087375157472803,0.5260897015978129,0.5655226369593664,0.07390140239268814,0.33380813319978764,0.0570360239253627,0.00440848735678908,0.24756078609480803
