name,bigram,bigram_runtime,absolute_emd,absolute_emd_runtime,absolute_wass,absolute_wass_runtime,case_arrival_emd,case_arrival_emd_runtime,case_arrival_wass,case_arrival_wass_runtime,circadian_emd,circadian_emd_runtime,circadian_wass,circadian_wass_runtime,relative_emd,relative_emd_runtime,relative_wass,relative_wass_runtime,cycle_time_wass,cycle_time_wass_runtime
simulated-logs/CallCenter_SIMOD\CallCenter_SIMOD_0.csv.gz,0.06145171122528956,424.5392143726349,218.10917325564955,9.349103927612305,243.34495838058,6.0472025871276855,244.31347814587812,62.98617458343506,244.31405766063733,59.417898416519165,13.46872553060171,0.417006254196167,4.4981385975140125,0.37999415397644043,0.08030890977114553,139.16545486450195,0.002059094691507002,138.51288414001465,9.248738328406949,142.0036587715149
simulated-logs/CallCenter_SIMOD\CallCenter_SIMOD_1.csv.gz,0.06058417944696789,441.4124834537506,218.27780894904694,10.007004261016846,243.522510889381,6.545379161834717,244.31347814587812,65.97972822189331,244.31405766063733,61.88803720474243,13.484625436732776,0.45699143409729004,4.4973755940126425,0.41005778312683105,0.08040653818617627,142.56894516944885,0.002182036488318828,139.0289204120636,9.278352439062274,142.32936000823975
simulated-logs/CallCenter_SIMOD\CallCenter_SIMOD_2.csv.gz,0.06223679751287937,426.3995666503906,218.34619709269313,10.551757097244263,243.58739505260723,6.589702844619751,244.31347047978258,64.7354736328125,244.31404999457118,61.286290407180786,13.503725721634687,0.4209775924682617,4.49534672458226,0.3750166893005371,0.08012711892936415,137.29594564437866,0.0019079925037799317,137.7781205177307,9.354280933937662,144.1312074661255
simulated-logs/CallCenter_SIMOD\CallCenter_SIMOD_3.csv.gz,0.06062422356642788,425.9150025844574,218.22563497745568,10.25969123840332,243.36573144915909,6.807754993438721,244.31347814587812,65.87925982475281,244.31405766063733,61.13381886482239,13.528137719633982,0.4239997863769531,4.5028101513566305,0.37200140953063965,0.08023484683560497,138.49827790260315,0.0023090269626718785,138.08404517173767,9.571154094148566,144.01786088943481
simulated-logs/CallCenter_SIMOD\CallCenter_SIMOD_4.csv.gz,0.061184759230775376,425.90523624420166,217.77265708636412,10.074002265930176,243.22239927389066,6.726205825805664,244.31347814587812,65.05089235305786,244.31405766063733,62.21705389022827,13.449241176410844,0.4250023365020752,4.496164737362847,0.3809969425201416,0.0807566538814589,140.96785044670105,0.0017843774365972065,136.73950743675232,9.405540302925289,143.64659690856934
simulated-logs/CallCenter_SIMOD\CallCenter_SIMOD_5.csv.gz,0.06062118361170874,427.313104391098,218.6412559727269,8.840027809143066,243.4299417018029,7.330021858215332,244.31347814587812,65.66782093048096,244.31405766063733,62.59208297729492,13.546197262577046,0.4199976921081543,4.496445169803987,0.3899996280670166,0.07877266494152395,137.99349761009216,0.0019324399965576777,141.50977897644043,9.431370773102676,146.7227222919464
simulated-logs/CallCenter_SIMOD\CallCenter_SIMOD_6.csv.gz,0.060722598119296985,436.85097575187683,218.05493449918868,9.228195905685425,243.34122899957381,6.9465954303741455,244.31347814587812,68.22209048271179,244.31405766063733,62.61869287490845,13.479420100766708,0.4497253894805908,4.491161546350568,0.38700032234191895,0.08024606849250505,139.2705626487732,0.001818383406354318,142.13297271728516,9.4814877630345,154.67778420448303
simulated-logs/CallCenter_SIMOD\CallCenter_SIMOD_7.csv.gz,0.06072561272108399,451.5828001499176,218.18775964108653,9.485211849212646,243.50014767715965,7.451487064361572,244.31347814587812,67.9223415851593,244.31405766063733,64.73730421066284,13.490912837376978,0.48989009857177734,4.502141667573821,0.46070194244384766,0.08039082786651615,141.83416438102722,0.001929322038781267,143.33791422843933,9.335683076861079,149.50362730026245
simulated-logs/CallCenter_SIMOD\CallCenter_SIMOD_8.csv.gz,0.061248564424423974,446.88262486457825,218.40521627499342,9.840948581695557,243.35018665274654,8.086862564086914,244.31347431283035,68.64539337158203,244.31405382760425,64.50903105735779,13.491184008081015,0.4419996738433838,4.502572281397577,0.39299893379211426,0.07928100599909778,140.77950835227966,0.0019325355704234992,142.23575615882874,9.326422488041889,149.82385325431824
simulated-logs/CallCenter_SIMOD\CallCenter_SIMOD_9.csv.gz,0.060403073884310224,428.0001971721649,218.93364297625274,11.47901725769043,243.3528969288395,6.624892711639404,244.31347814587812,66.57202219963074,244.31405766063733,62.693142890930176,13.580331846309056,0.4321589469909668,4.495371667658222,0.3829996585845947,0.07795909481626781,141.23906135559082,0.0022828736191754517,140.12236714363098,9.454989858525309,145.4191017150879
