,bigram,bigram_runtime,absolute_emd,absolute_emd_runtime,absolute_wass,absolute_wass_runtime,case_arrival_emd,case_arrival_emd_runtime,case_arrival_wass,case_arrival_wass_runtime,circadian_emd,circadian_emd_runtime,circadian_wass,circadian_wass_runtime,relative_emd,relative_emd_runtime,relative_wass,relative_wass_runtime,cycle_time_wass,cycle_time_wass_runtime
mean,0.009518144747532821,462.10719842910765,176.81193916964224,8.576298332214355,178.13047708620581,6.805876111984253,179.02938452751937,65.23276770114899,179.02969758550995,63.22651069164276,0.3367204346634056,0.45148720741271975,0.5070319661953799,0.3985839128494263,0.00538549757948856,141.1775922060013,0.00031781671890223,141.1913523197174,11.775185828541227,145.24912729263306
conf,0.0005226462151782803,7.179422016868594,0.39377636804888894,0.7374678933682199,0.20702865909455878,0.3727132030757149,0.2194410933208473,1.2644902593206284,0.21944104959454636,1.318519312508047,0.00935186349487407,0.00967933124885884,0.021415816078681812,0.006326182849772563,0.0008528956589816408,2.018303725963164,3.9644862722088405e-05,1.9926907308422541,0.03937482338413906,1.640669628214933
