,bigram,bigram_runtime,absolute_emd,absolute_emd_runtime,absolute_wass,absolute_wass_runtime,case_arrival_emd,case_arrival_emd_runtime,case_arrival_wass,case_arrival_wass_runtime,circadian_emd,circadian_emd_runtime,circadian_wass,circadian_wass_runtime,relative_emd,relative_emd_runtime,relative_wass,relative_wass_runtime,cycle_time_wass,cycle_time_wass_runtime
mean,0.06098027037431634,433.48012056350706,218.2954280725458,9.911496019363403,243.40173970057404,6.915610504150391,244.31347699596375,66.16611971855164,244.31405651072743,62.30933527946472,13.50225016401248,0.43777492046356203,4.497752813761257,0.3931767463684082,0.07984837297196602,139.96132683753967,0.0020138082714166597,139.94822669029236,9.388802005804619,146.22757728099822
conf,0.0003984306264191807,7.131138269568332,0.22922915554141116,0.5407007960907265,0.07723854404319504,0.41032750250287925,1.8507070487543517e-06,1.2479680721213169,1.8506999530477922e-06,1.1192415113395926,0.027927570645192256,0.016277541483556823,0.0026924310409059357,0.018618803230841276,0.0006343244546025274,1.2583866631066614,0.0001332545548818544,1.6058023773211856,0.0707514564770323,2.870822730786914
