,bigram,bigram_runtime,cfld,cfld_runtime,absolute_emd,absolute_emd_runtime,absolute_wass,absolute_wass_runtime,case_arrival_emd,case_arrival_emd_runtime,case_arrival_wass,case_arrival_wass_runtime,circadian_emd,circadian_emd_runtime,circadian_wass,circadian_wass_runtime,relative_emd,relative_emd_runtime,relative_wass,relative_wass_runtime,cycle_time_wass,cycle_time_wass_runtime
mean,0.45793897436555075,0.6570930242538452,0.31920903187756977,4.749301934242249,44.17098238120662,7.3635629415512085,586.0445638113432,0.05531702041625971,0.0,0.0918373584747314,0.0,0.0906363248825073,0.2404507638768249,0.0640243530273437,0.0647271509515801,0.07694797515869135,235.36444874532836,0.6618232965469361,588.9748231901547,0.2529675245285034,7667.130900000001,0.1814226150512695
conf,0.0032596072696573757,0.005159056532847141,0.004085400064643839,0.2238401036315836,9.593360110073528,0.2845413608638163,32.18849740598176,0.0051294333083107425,0.0,0.0006906233755113513,0.0,0.000577599643800015,0.0064815588097141925,0.007653046860577548,0.011061004080086131,0.005717684789910519,12.930662503102313,0.03258952837740447,33.222954847189875,0.004113988282000694,443.3772003752238,0.0031677458088457235
