,bigram,bigram_runtime,cfld,cfld_runtime,absolute_emd,absolute_emd_runtime,absolute_wass,absolute_wass_runtime,case_arrival_emd,case_arrival_emd_runtime,case_arrival_wass,case_arrival_wass_runtime,circadian_emd,circadian_emd_runtime,circadian_wass,circadian_wass_runtime,relative_emd,relative_emd_runtime,relative_wass,relative_wass_runtime,cycle_time_wass,cycle_time_wass_runtime
mean,0.035851572385063944,0.6823678255081177,0.02570465940921819,4.546216702461242,35.66244660971704,3.050876832008362,41.37755673397736,0.05641155242919919,42.3918,1.73084237575531,42.3918,0.09561433792114253,0.07853684236835899,0.16821417808532713,0.0945444935059234,0.0630592584609985,0.6169981313400961,0.25823001861572265,0.6635458340584057,0.24481990337371826,11.89049999999997,0.17959587574005126
conf,0.007394202643914047,0.015546590475618089,0.004473480297522025,0.2432823563844904,14.455499491943307,0.13445974717345827,15.11671714090407,0.006115320123499213,14.117682387054034,0.11128393259982745,14.117682387054034,0.004343221081010501,0.011307818868470237,0.006495452779387746,0.013260495318185031,0.005994480630676115,0.1611300678509419,0.009868783794771324,0.15341491374997826,0.0013220324128879188,2.4226976901531807,0.001879503373093594
