,bigram,bigram_runtime,cfld,cfld_runtime,absolute_emd,absolute_emd_runtime,absolute_wass,absolute_wass_runtime,case_arrival_emd,case_arrival_emd_runtime,case_arrival_wass,case_arrival_wass_runtime,circadian_emd,circadian_emd_runtime,circadian_wass,circadian_wass_runtime,relative_emd,relative_emd_runtime,relative_wass,relative_wass_runtime,cycle_time_wass,cycle_time_wass_runtime
mean,0.020838353782096242,0.6896355867385864,0.02187733914778028,5.806388258934021,5.432761612386545,2.9100914478302,10.237469097615158,0.051786661148071234,0.0,0.09987611770629877,0.0,0.0921555042266845,0.0879277372925327,0.17089254856109615,0.1061547569556969,0.07168030738830561,8.024532835024027,0.2836052656173706,8.746192152966236,0.2509370565414429,262.30370000000005,0.18293037414550778
conf,0.005318521669069756,0.015893082814396154,0.003116377188410949,0.8900776437488782,1.6430694774444543,0.18929604164810157,2.469517896158394,0.0061352385169252625,0.0,0.007972712693559593,0.0,0.0008033323305971499,0.006494851618800555,0.010681392991008292,0.009974526834486946,0.005187891858413606,0.17978721018726213,0.014990587445410718,0.27621342884669503,0.007960753731255765,6.193201411871866,0.004153660499896093
