,bigram,bigram_runtime,cfld,cfld_runtime,absolute_emd,absolute_emd_runtime,absolute_wass,absolute_wass_runtime,case_arrival_emd,case_arrival_emd_runtime,case_arrival_wass,case_arrival_wass_runtime,circadian_emd,circadian_emd_runtime,circadian_wass,circadian_wass_runtime,relative_emd,relative_emd_runtime,relative_wass,relative_wass_runtime,cycle_time_wass,cycle_time_wass_runtime
mean,0.01875551451376547,0.7291625499725342,0.02106845153212795,5.399036955833435,2.393146022423919,2.201722741127014,4.0986505298886575,0.06675431728363032,0.0,0.09657351970672604,0.0,0.09592709541320797,0.0477497900251272,0.19465427398681637,0.0554728214591491,0.06437296867370604,0.2168112653497063,0.28807380199432375,0.30899472375066767,0.2662349224090576,7.059599999999951,0.1947067260742187
conf,0.0038354610246955543,0.05611643618683767,0.002626145474783988,0.7806895044496128,0.5077722116918606,0.1750409908041921,1.1665564692701578,0.010946675862050842,0.0,0.005593109125199065,0.0,0.007517615631051847,0.006103088101443274,0.03971293884952683,0.005739918480321134,0.010634097786366805,0.05164674978407256,0.029570595698931824,0.04805867624404616,0.03121608236634476,1.4063194360861224,0.016167789403968715
