name,bigram,bigram_runtime,cfld,cfld_runtime,absolute_emd,absolute_emd_runtime,absolute_wass,absolute_wass_runtime,case_arrival_emd,case_arrival_emd_runtime,case_arrival_wass,case_arrival_wass_runtime,circadian_emd,circadian_emd_runtime,circadian_wass,circadian_wass_runtime,relative_emd,relative_emd_runtime,relative_wass,relative_wass_runtime,cycle_time_wass,cycle_time_wass_runtime
simulated-logs/BPIC_2017_SIMOD\BPIC_2017_SIMOD_0.csv.gz,0.3922929225273499,13.758495807647705,0.37221535517743776,184.36295199394226,1950.0101533788345,227.4081153869629,2535.9820003610917,0.4399988651275635,2598.2083220751147,90.37979221343994,2610.5306502434414,1.6498925685882568,2.4309699037066324,0.19300150871276855,1.4228078287487285,0.059999942779541016,60.326736293407336,24.124762296676636,137.90121434216752,4.693319797515869,107.24284325306932,4.110049724578857
simulated-logs/BPIC_2017_SIMOD\BPIC_2017_SIMOD_1.csv.gz,0.38873711270948846,13.605100154876709,0.3710740570948318,186.2245934009552,1887.8933192079808,202.6916012763977,2483.853058213602,0.43190717697143555,2542.089029991894,83.16772079467773,2554.213540698973,1.6041412353515625,2.6293165571734627,0.21795296669006348,1.4336814072172142,0.07109975814819336,60.703245706142624,21.94526195526123,142.25255691421344,5.115831613540649,110.89850631769217,4.3741021156311035
simulated-logs/BPIC_2017_SIMOD\BPIC_2017_SIMOD_2.csv.gz,0.3923407755791808,13.362016201019287,0.3729060842726948,181.75737643241882,1889.0621765544138,221.86521196365356,2471.369439617501,0.42805981636047363,2531.2370980815995,85.75195479393005,2543.3233563171943,1.581963300704956,2.718454664990939,0.18400335311889648,1.4636162501857501,0.05900120735168457,62.28280394509863,19.674777030944824,144.6138194758981,4.657853603363037,110.05376687047705,4.045697927474976
simulated-logs/BPIC_2017_SIMOD\BPIC_2017_SIMOD_3.csv.gz,0.39546254645022494,13.42304801940918,0.37342589188762815,189.72862648963928,2014.936614040351,219.92603850364685,2577.8989965538076,0.43704867362976074,2644.518913807079,84.97440838813782,2657.0044842998404,1.7088673114776611,2.8714949674923234,0.21737027168273926,1.4602233392224386,0.06399703025817871,66.3513462836571,18.806955814361572,145.563582816754,4.785802125930786,110.68395794711049,4.342313289642334
simulated-logs/BPIC_2017_SIMOD\BPIC_2017_SIMOD_4.csv.gz,0.3939782533194411,14.395086765289307,0.3729837268940708,314.99249053001404,1920.4923873096827,212.4006724357605,2477.815966756294,0.45037293434143066,2530.1490137800592,90.40260720252991,2542.2314365774973,1.5897748470306396,2.590468075180647,0.2030012607574463,1.3892161148906317,0.05900120735168457,64.4401953798845,19.895519018173218,143.48671861515666,4.760782480239868,110.06445153036555,4.0354719161987305
simulated-logs/BPIC_2017_SIMOD\BPIC_2017_SIMOD_5.csv.gz,0.39882900252949605,13.60238766670227,0.3747220038009457,202.7582287788391,1929.5347633690844,201.50870728492737,2435.4306155778727,0.4364750385284424,2495.0460686301,84.62819623947144,2507.004755449515,1.723973274230957,2.5600047881253585,0.2138690948486328,1.446877042783055,0.054997920989990234,69.47132115802896,21.685410976409912,145.43133292803137,4.80184268951416,110.58287641084281,4.240885496139526
simulated-logs/BPIC_2017_SIMOD\BPIC_2017_SIMOD_6.csv.gz,0.3941198495194965,13.522316455841064,0.3733611872192868,196.58349299430847,1982.0679141978549,231.3590579032898,2560.6610053782792,0.6254169940948486,2618.4197514185357,90.9559371471405,2630.813323779233,1.5910327434539795,2.4585942653476818,0.19762492179870605,1.475301958555993,0.05701327323913574,63.495781144528614,23.859856843948364,141.18074831466376,4.699921607971191,110.44384040398299,4.175234794616699
simulated-logs/BPIC_2017_SIMOD\BPIC_2017_SIMOD_7.csv.gz,0.3915696709174287,13.693365097045898,0.3733247557358737,198.69268608093262,1940.4176291907297,216.2538869380951,2563.3934711252555,0.44321107864379883,2622.3434206971087,89.21331787109375,2634.750823779233,1.6171965599060059,2.5152630298354786,0.18955159187316895,1.362509504215378,0.05551862716674805,60.47933698342459,20.873698234558105,144.91358096967474,4.771799564361572,109.78725432418159,4.077136278152466
simulated-logs/BPIC_2017_SIMOD\BPIC_2017_SIMOD_8.csv.gz,0.39277900320595827,13.441060543060303,0.37409423503041533,196.15751719474792,1979.5264944123603,220.6195158958435,2571.5803263052835,0.449268102645874,2634.378546338827,87.76297450065613,2646.8283725861747,1.677415132522583,2.6438712592289324,0.192033052444458,1.33776024800331,0.05642819404602051,63.897622440561015,22.5505530834198,143.5405368619136,4.887281656265259,110.32662289783906,4.060137987136841
simulated-logs/BPIC_2017_SIMOD\BPIC_2017_SIMOD_9.csv.gz,0.39027289873338517,13.595570087432861,0.3724233234365544,184.54514408111572,2018.056345158629,234.7289171218872,2626.1914637989885,0.5734074115753174,2677.6975141853554,98.64665126800537,2690.3000374451767,1.6562838554382324,2.485835113700742,0.22359085083007812,1.3907119088721622,0.060555458068847656,60.95750206255156,22.29690456390381,141.69605223338428,5.257724285125732,109.00094184399948,4.658825397491455
