,bigram,bigram_runtime,cfld,cfld_runtime,absolute_emd,absolute_emd_runtime,absolute_wass,absolute_wass_runtime,case_arrival_emd,case_arrival_emd_runtime,case_arrival_wass,case_arrival_wass_runtime,circadian_emd,circadian_emd_runtime,circadian_wass,circadian_wass_runtime,relative_emd,relative_emd_runtime,relative_wass,relative_wass_runtime,cycle_time_wass,cycle_time_wass_runtime
mean,0.6700213321469508,0.46843714714050294,0.3661299280975883,3.566500020027161,4.2400789265982635,1.1284900665283204,819.998211071635,0.058283782005310016,2.6488,0.5064629316329956,831.2251083333333,0.06271243095397945,0.561191077043971,0.05932488441467283,0.3458340971711974,0.06410226821899409,0.9463496448303077,0.2280976057052612,4.060027128958572,0.18771378993988036,167.771275,0.11633334159851069
conf,0.002043902342301548,0.008060770014064226,0.0030621155601107436,0.292952572228034,0.5426650561128126,0.22287973662924127,2.490216573240984,0.007750875941836716,0.013504907746128258,0.05148699966023772,0.039637570738871364,0.004372672565633721,0.0009358173130187352,0.005904422776558835,0.022775988345579014,0.006893833999840709,0.09785430748910624,0.014417375627350137,1.2007159226514474,0.005910665235558881,53.017682185878485,0.00866896918051683
