,bigram,bigram_runtime,cfld,cfld_runtime,absolute_emd,absolute_emd_runtime,absolute_wass,absolute_wass_runtime,case_arrival_emd,case_arrival_emd_runtime,case_arrival_wass,case_arrival_wass_runtime,circadian_emd,circadian_emd_runtime,circadian_wass,circadian_wass_runtime,relative_emd,relative_emd_runtime,relative_wass,relative_wass_runtime,cycle_time_wass,cycle_time_wass_runtime
mean,0.2277353835942842,0.766211462020874,0.19470284496352333,5.541751265525818,1438.5057326478147,45.27038173675537,1735.8590437572536,0.01879742145538327,1810.1301507537687,8.156656432151795,1810.1301507537687,0.10089700222015377,1.890993407381227,0.16989843845367428,2.788337081947971,0.010901594161987261,1.553444730077121,2.8240287065505982,43.92351040624136,0.2648707389831543,79.45603015075376,0.25455288887023925
conf,0.006332809652126038,0.03477654027533107,0.005276704913800673,0.4250266966657651,52.209746154536234,0.7889206545323209,46.39759712787682,0.0004527028060792665,42.54809526338996,0.14042085238282315,42.54809526338997,0.004110490599665349,0.09481206026270142,0.007482669807806485,0.1934289076276414,0.00022675499590715922,0.4258646713742284,0.49663766904478557,1.9844693193049854,0.011595792702555518,2.1306560540353683,0.01082472484982612
