,bigram,bigram_runtime,absolute_emd,absolute_emd_runtime,absolute_wass,absolute_wass_runtime,case_arrival_emd,case_arrival_emd_runtime,case_arrival_wass,case_arrival_wass_runtime,circadian_emd,circadian_emd_runtime,circadian_wass,circadian_wass_runtime,relative_emd,relative_emd_runtime,relative_wass,relative_wass_runtime,cycle_time_wass,cycle_time_wass_runtime,cfld,cfld_runtime
mean,0.0636009978,60.10053537,51.24106349699999,267.42258734999996,65.560634927,3.0673568488000003,121.897994591,65.878919506,121.897994591,8.8145095586,9.874913915899999,0.44964113259999994,1.6494806431,0.1150152683,149.59528521,40.845500470000005,150.25874935,14.939968514999999,112.82628728,13.182411385,0.0636009978,57.314548014
conf,0.001766826245975283,1.1128385705663415,11.897114570722804,8.840058554480732,12.553364523599072,0.0404613610195435,23.595413777138294,2.2026418309096583,23.595413777138294,0.261560807373385,0.42125681901579654,0.02027954055138077,0.023948684698134135,0.03377472383204415,0.41557166903319437,1.095416180117457,0.2788201782499169,0.3695066013528116,0.15960318114224248,0.43417211040328935,0.001766826245975283,0.6933872065731949
