,bigram,bigram_runtime,absolute_emd,absolute_emd_runtime,absolute_wass,absolute_wass_runtime,case_arrival_emd,case_arrival_emd_runtime,case_arrival_wass,case_arrival_wass_runtime,circadian_emd,circadian_emd_runtime,circadian_wass,circadian_wass_runtime,relative_emd,relative_emd_runtime,relative_wass,relative_wass_runtime,cycle_time_wass,cycle_time_wass_runtime
mean,0.038327301700000004,2043.75236,1.6709311862,28.516007780000002,3.4729880874,26.629015137,3.5650381388,312.05379437000005,3.5650381388,306.69016741,0.7031922304000001,0.8436591148,1.0294761378000001,0.6195874690000001,0.025013027700000003,447.53849148,0.00025822890000000003,445.4073157700001,12.044784775,458.22859865
conf,0.00044138885777928084,26.35537109135158,0.12900678463836304,0.44564945104618164,0.18600396331188634,0.3404540489946526,0.19839520478384112,8.148638124377277,0.19839520478384112,3.280229489364537,0.014873941348770086,0.18482771648856877,0.025336662695577786,0.04309499063249826,0.0007210088561327417,7.732401807568031,3.091095215178095e-05,5.949734248167909,0.07245440760004271,5.086575873823962
