name,bigram,bigram_runtime,cfld,cfld_runtime,absolute_emd,absolute_emd_runtime,absolute_wass,absolute_wass_runtime,case_arrival_emd,case_arrival_emd_runtime,case_arrival_wass,case_arrival_wass_runtime,circadian_emd,circadian_emd_runtime,circadian_wass,circadian_wass_runtime,relative_emd,relative_emd_runtime,relative_wass,relative_wass_runtime,cycle_time_wass,cycle_time_wass_runtime
name,bigram,bigram_runtime,cfld,cfld_runtime,absolute_emd,absolute_emd_runtime,absolute_wass,absolute_wass_runtime,case_arrival_emd,case_arrival_emd_runtime,case_arrival_wass,case_arrival_wass_runtime,circadian_emd,circadian_emd_runtime,circadian_wass,circadian_wass_runtime,relative_emd,relative_emd_runtime,relative_wass,relative_wass_runtime,cycle_time_wass,cycle_time_wass_runtime
name,bigram,bigram_runtime,cfld,cfld_runtime,absolute_emd,absolute_emd_runtime,absolute_wass,absolute_wass_runtime,case_arrival_emd,case_arrival_emd_runtime,case_arrival_wass,case_arrival_wass_runtime,circadian_emd,circadian_emd_runtime,circadian_wass,circadian_wass_runtime,relative_emd,relative_emd_runtime,relative_wass,relative_wass_runtime,cycle_time_wass,cycle_time_wass_runtime
simulated-logs\AcademicCredentials_ServiceMiner\AcademicCredentials_ServiceMiner_0.csv.gz,0.09639600521059488,0.6910037994384766,0.15337596169882603,4.762572765350342,2208.068123393316,40.49625778198242,2336.271343997464,0.016997814178466797,2444.35175879397,6.305484056472778,2444.3517587939696,0.09000253677368164,1.357781858495252,0.17300009727478027,2.0070618312670065,0.00999903678894043,39.70077120822622,1.0100018978118896,69.69117831519605,0.21999669075012207,127.92964824120604,0.21199798583984375
simulated-logs\AcademicCredentials_ServiceMiner\AcademicCredentials_ServiceMiner_1.csv.gz,0.10480833148681587,0.6849980354309082,0.15497517209200626,4.753550052642822,1823.0588688946016,39.29092025756836,2074.2422388830537,0.01699972152709961,2177.6306532663316,6.551392555236816,2177.630653266331,0.08899807929992676,1.7019168602238475,0.17299890518188477,2.356346937611827,0.00999903678894043,21.727249357326478,0.925159215927124,70.2902315075409,0.22301316261291504,128.28391959798995,0.21201205253601074
simulated-logs\AcademicCredentials_ServiceMiner\AcademicCredentials_ServiceMiner_2.csv.gz,0.09913043478260869,0.6900556087493896,0.15138081488584001,4.47253942489624,1953.0658097686376,35.21334958076477,2079.4482575561674,0.01598334312438965,2169.2939698492464,5.8052449226379395,2169.2939698492464,0.09299969673156738,1.516138383977806,0.16899776458740234,2.4744022230416167,0.01000070571899414,38.4681233933162,1.0660016536712646,69.91412222343605,0.22099733352661133,128.10552763819095,0.21200227737426758
simulated-logs\AcademicCredentials_ServiceMiner\AcademicCredentials_ServiceMiner_3.csv.gz,0.10889332446218673,0.681002140045166,0.14545269429063398,4.358999013900757,1715.1177377892031,34.00899887084961,1961.6989536926103,0.01800227165222168,2051.1331658291456,5.734998941421509,2051.1331658291456,0.09399843215942383,1.717237481043833,0.17099833488464355,2.503666091039616,0.011003494262695312,21.132390745501286,0.989995002746582,70.51035009712804,0.2820005416870117,128.87939698492463,0.22300148010253906
simulated-logs\AcademicCredentials_ServiceMiner\AcademicCredentials_ServiceMiner_4.csv.gz,0.1099476439790576,0.7239995002746582,0.14434580634329378,4.713000297546387,1956.9575835475578,39.68238425254822,2108.1238861139277,0.017001628875732422,2200.7035175879396,6.586996793746948,2200.703517587939,0.08800077438354492,1.2641372752464803,0.17099857330322266,1.7592932506769121,0.009999752044677734,34.86426735218509,1.0210013389587402,69.91944242579788,0.2290029525756836,127.178391959799,0.21599674224853516
simulated-logs\AcademicCredentials_ServiceMiner\AcademicCredentials_ServiceMiner_5.csv.gz,0.1163202122954445,0.6850011348724365,0.14761378348061766,4.3840038776397705,1569.9221079691517,31.812578201293945,1783.8939449400916,0.01799917221069336,1878.7386934673366,5.528055191040039,1878.7386934673366,0.09400010108947754,1.6202490174226933,0.17400097846984863,2.7705419463547107,0.009999513626098633,22.92159383033419,0.9790053367614746,70.04349481603154,0.2679941654205322,128.01507537688443,0.21399974822998047
simulated-logs\AcademicCredentials_ServiceMiner\AcademicCredentials_ServiceMiner_6.csv.gz,0.1010498687664042,0.6950037479400635,0.14497341714678397,4.4659998416900635,1670.1156812339332,36.45367193222046,1822.057799339847,0.016999006271362305,1921.8517587939698,5.744999885559082,1921.8517587939698,0.08800005912780762,1.7233186794291997,0.17499828338623047,2.4247824375464946,0.009999275207519531,32.60462724935733,0.8810009956359863,70.26000991212466,0.25800204277038574,128.12060301507537,0.22102808952331543
simulated-logs\AcademicCredentials_ServiceMiner\AcademicCredentials_ServiceMiner_7.csv.gz,0.09879518072289156,0.7260022163391113,0.15795139394385627,4.465997695922852,1855.6856041131105,36.790016889572144,2029.7402470064942,0.017000436782836914,2138.907035175879,6.161000967025757,2138.907035175879,0.08999896049499512,1.5252332298514353,0.18500018119812012,2.8797374807904337,0.010000228881835938,31.441902313624677,0.9229991436004639,70.77103177287692,0.2290022373199463,128.76130653266333,0.22099900245666504
simulated-logs\AcademicCredentials_ServiceMiner\AcademicCredentials_ServiceMiner_8.csv.gz,0.10869565217391304,0.7129988670349121,0.1723401424092379,4.40500283241272,1650.4817480719794,37.0330023765564,1892.0384130364887,0.01799774169921875,1992.6633165829146,6.272531986236572,1992.6633165829144,0.08799862861633301,1.4058446057108087,0.1718125343322754,2.0497041169874306,0.009996652603149414,20.78123393316196,0.945000410079956,70.57733948437726,0.2709836959838867,129.16331658291458,0.21899747848510742
simulated-logs\AcademicCredentials_ServiceMiner\AcademicCredentials_ServiceMiner_9.csv.gz,0.1056695345245974,0.7030003070831299,0.1386494716896727,4.589003562927246,1675.7974293059126,37.04361939430237,1883.6454984162688,0.016998291015625,1977.8115577889448,6.432999610900879,1977.8115577889448,0.0890038013458252,0.9780999112640472,0.17699790000915527,1.62253525234909,0.01000213623046875,24.82236503856041,0.9169979095458984,69.9708461485494,0.23199915885925293,128.01005025125627,0.2239990234375
name,bigram,bigram_runtime,cfld,cfld_runtime,absolute_emd,absolute_emd_runtime,absolute_wass,absolute_wass_runtime,case_arrival_emd,case_arrival_emd_runtime,case_arrival_wass,case_arrival_wass_runtime,circadian_emd,circadian_emd_runtime,circadian_wass,circadian_wass_runtime,relative_emd,relative_emd_runtime,relative_wass,relative_wass_runtime,cycle_time_wass,cycle_time_wass_runtime
simulated-logs\AcademicCredentials_ServiceMiner\AcademicCredentials_ServiceMiner_0.csv.gz,0.09639600521059488,0.9530012607574463,0.15337596169882603,7.457855224609375,2208.068123393316,52.611772775650024,2336.271343997464,0.025998353958129883,2444.35175879397,8.753931522369385,2444.3517587939696,0.10000300407409668,1.357781858495252,0.2380831241607666,2.0070618312670065,0.014004707336425781,39.70077120822622,1.2076997756958008,69.69117831519605,0.25911784172058105,127.92964824120604,0.25101351737976074
name,bigram,bigram_runtime,cfld,cfld_runtime,absolute_emd,absolute_emd_runtime,absolute_wass,absolute_wass_runtime,case_arrival_emd,case_arrival_emd_runtime,case_arrival_wass,case_arrival_wass_runtime,circadian_emd,circadian_emd_runtime,circadian_wass,circadian_wass_runtime,relative_emd,relative_emd_runtime,relative_wass,relative_wass_runtime,cycle_time_wass,cycle_time_wass_runtime
simulated-logs\AcademicCredentials_ServiceMiner\AcademicCredentials_ServiceMiner_0.csv.gz,0.09639600521059488,0.8230061531066895,0.15337596169882603,6.131124019622803,2208.068123393316,49.30457282066345,2336.271343997464,0.0299985408782959,2444.35175879397,7.477400541305542,2444.3517587939696,0.10199737548828125,1.357781858495252,0.18700218200683594,2.0070618312670065,0.01700115203857422,39.70077120822622,1.1450014114379883,69.69117831519605,0.2539997100830078,127.92964824120604,0.23099851608276367
simulated-logs\AcademicCredentials_ServiceMiner\AcademicCredentials_ServiceMiner_1.csv.gz,0.10480833148681587,0.8430016040802002,0.15497517209200626,6.085999488830566,1823.0588688946016,47.51677632331848,2074.2422388830537,0.026003122329711914,2177.6306532663316,8.234128475189209,2177.630653266331,0.10999774932861328,1.7019168602238475,0.20299839973449707,2.356346937611827,0.010999679565429688,21.727249357326478,1.0560011863708496,70.2902315075409,0.2449963092803955,128.28391959798995,0.22000336647033691
simulated-logs\AcademicCredentials_ServiceMiner\AcademicCredentials_ServiceMiner_2.csv.gz,0.09913043478260869,0.8745386600494385,0.15138081488584001,7.064510822296143,1953.0658097686376,45.50249457359314,2079.4482575561674,0.026005029678344727,2169.2939698492464,7.495439529418945,2169.2939698492464,0.12961745262145996,1.516138383977806,0.20753192901611328,2.4744022230416167,0.010002613067626953,38.4681233933162,1.3410484790802002,69.91412222343605,0.2460019588470459,128.10552763819095,0.2389988899230957
simulated-logs\AcademicCredentials_ServiceMiner\AcademicCredentials_ServiceMiner_3.csv.gz,0.10889332446218673,1.0371520519256592,0.14545269429063398,6.45893120765686,1715.1177377892031,44.564329862594604,1961.6989536926103,0.018997669219970703,2051.1331658291456,7.226484537124634,2051.1331658291456,0.09899663925170898,1.717237481043833,0.20600080490112305,2.503666091039616,0.011001348495483398,21.132390745501286,1.2050001621246338,70.51035009712804,0.32399797439575195,128.87939698492463,0.2420499324798584
simulated-logs\AcademicCredentials_ServiceMiner\AcademicCredentials_ServiceMiner_4.csv.gz,0.1099476439790576,0.913996696472168,0.14434580634329378,6.208128213882446,1956.9575835475578,50.14107608795166,2108.1238861139277,0.021993160247802734,2200.7035175879396,8.533254861831665,2200.703517587939,0.09300017356872559,1.2641372752464803,0.20600080490112305,1.7592932506769121,0.010999202728271484,34.86426735218509,1.2671220302581787,69.91944242579788,0.2840609550476074,127.178391959799,0.25404787063598633
simulated-logs\AcademicCredentials_ServiceMiner\AcademicCredentials_ServiceMiner_5.csv.gz,0.1163202122954445,0.9459991455078125,0.14761378348061766,6.7263782024383545,1569.9221079691517,39.693774938583374,1783.8939449400916,0.01800251007080078,1878.7386934673366,6.335999488830566,1878.7386934673366,0.10399842262268066,1.6202490174226933,0.2270059585571289,2.7705419463547107,0.014997720718383789,22.92159383033419,1.2409956455230713,70.04349481603154,0.2970008850097656,128.01507537688443,0.2389998435974121
name,bigram,bigram_runtime,absolute_emd,absolute_emd_runtime,absolute_wass,absolute_wass_runtime,case_arrival_emd,case_arrival_emd_runtime,case_arrival_wass,case_arrival_wass_runtime,circadian_emd,circadian_emd_runtime,circadian_wass,circadian_wass_runtime,relative_emd,relative_emd_runtime,relative_wass,relative_wass_runtime,cycle_time_wass,cycle_time_wass_runtime
simulated-logs/AcademicCredentials_ServiceMiner\AcademicCredentials_ServiceMiner_0.csv.gz,0.09639600521059488,0.9270007610321045,2208.068123393316,51.13755774497986,2336.271343997464,0.020005464553833008,2444.35175879397,7.72705602645874,2444.3517587939696,0.10355067253112793,1.357781858495252,0.2449946403503418,2.0070618312670065,0.011999845504760742,39.70077120822622,1.2400050163269043,69.69117831519605,0.2859940528869629,127.92964824120604,0.2550032138824463
name,bigram,bigram_runtime,cfld,cfld_runtime,absolute_emd,absolute_emd_runtime,absolute_wass,absolute_wass_runtime,case_arrival_emd,case_arrival_emd_runtime,case_arrival_wass,case_arrival_wass_runtime,circadian_emd,circadian_emd_runtime,circadian_wass,circadian_wass_runtime,relative_emd,relative_emd_runtime,relative_wass,relative_wass_runtime,cycle_time_wass,cycle_time_wass_runtime
name,bigram,bigram_runtime,cfld,cfld_runtime,absolute_emd,absolute_emd_runtime,absolute_wass,absolute_wass_runtime,case_arrival_emd,case_arrival_emd_runtime,case_arrival_wass,case_arrival_wass_runtime,circadian_emd,circadian_emd_runtime,circadian_wass,circadian_wass_runtime,relative_emd,relative_emd_runtime,relative_wass,relative_wass_runtime,cycle_time_wass,cycle_time_wass_runtime
simulated-logs/AcademicCredentials_ServiceMiner\AcademicCredentials_ServiceMiner_0.csv.gz,0.09639600521059488,0.8595645427703857,0.15337596169882603,5.767002105712891,2208.068123393316,45.61444115638733,2336.271343997464,0.018997907638549805,2444.35175879397,6.840206623077393,2444.3517587939696,0.08900165557861328,1.357781858495252,0.17752671241760254,2.0070618312670065,0.009998321533203125,39.70077120822622,1.080232858657837,69.69117831519605,0.2680051326751709,127.92964824120604,0.22399497032165527
simulated-logs/AcademicCredentials_ServiceMiner\AcademicCredentials_ServiceMiner_1.csv.gz,0.10480833148681587,0.7800002098083496,0.15497517209200626,5.503749847412109,1823.0588688946016,43.20657706260681,2074.2422388830537,0.017000198364257812,2177.6306532663316,6.974013805389404,2177.630653266331,0.08999943733215332,1.7019168602238475,0.16500282287597656,2.356346937611827,0.009996652603149414,21.727249357326478,0.9470000267028809,70.2902315075409,0.2330014705657959,128.28391959798995,0.2129981517791748
simulated-logs/AcademicCredentials_ServiceMiner\AcademicCredentials_ServiceMiner_2.csv.gz,0.09913043478260869,0.7839999198913574,0.15138081488584001,5.110177040100098,1953.0658097686376,37.6713228225708,2079.4482575561674,0.016999483108520508,2169.2939698492464,6.255239725112915,2169.2939698492464,0.09162068367004395,1.516138383977806,0.16700291633605957,2.4744022230416167,0.009996891021728516,38.4681233933162,1.1105430126190186,69.91412222343605,0.2309892177581787,128.10552763819095,0.21599268913269043
simulated-logs/AcademicCredentials_ServiceMiner\AcademicCredentials_ServiceMiner_3.csv.gz,0.10889332446218673,0.7219803333282471,0.14545269429063398,5.1182215213775635,1715.1177377892031,37.02058529853821,1961.6989536926103,0.01800537109375,2051.1331658291456,6.133366584777832,2051.1331658291456,0.08800244331359863,1.717237481043833,0.15958356857299805,2.503666091039616,0.010514259338378906,21.132390745501286,0.985072135925293,70.51035009712804,0.25620031356811523,128.87939698492463,0.21703648567199707
simulated-logs/AcademicCredentials_ServiceMiner\AcademicCredentials_ServiceMiner_4.csv.gz,0.1099476439790576,0.756483793258667,0.14434580634329378,5.454503536224365,1956.9575835475578,42.15623211860657,2108.1238861139277,0.019000530242919922,2200.7035175879396,7.291991233825684,2200.703517587939,0.09900689125061035,1.2641372752464803,0.2019946575164795,1.7592932506769121,0.01000213623046875,34.86426735218509,1.094174861907959,69.91944242579788,0.22598528861999512,127.178391959799,0.2309882640838623
simulated-logs/AcademicCredentials_ServiceMiner\AcademicCredentials_ServiceMiner_5.csv.gz,0.1163202122954445,0.7119896411895752,0.14761378348061766,4.9495038986206055,1569.9221079691517,34.807782888412476,1783.8939449400916,0.016999006271362305,1878.7386934673366,5.912158250808716,1878.7386934673366,0.09728312492370605,1.6202490174226933,0.20599699020385742,2.7705419463547107,0.008997440338134766,22.92159383033419,1.0056054592132568,70.04349481603154,0.2754027843475342,128.01507537688443,0.22100114822387695
simulated-logs/AcademicCredentials_ServiceMiner\AcademicCredentials_ServiceMiner_6.csv.gz,0.1010498687664042,0.7180032730102539,0.14497341714678397,5.088279724121094,1670.1156812339332,39.683722496032715,1822.057799339847,0.018993616104125977,1921.8517587939698,6.539809465408325,1921.8517587939698,0.10293030738830566,1.7233186794291997,0.1939992904663086,2.4247824375464946,0.011002540588378906,32.60462724935733,0.9019949436187744,70.26000991212466,0.29100751876831055,128.12060301507537,0.25199389457702637
simulated-logs/AcademicCredentials_ServiceMiner\AcademicCredentials_ServiceMiner_7.csv.gz,0.09879518072289156,0.7750744819641113,0.15795139394385627,6.037304401397705,1855.6856041131105,42.64969253540039,2029.7402470064942,0.019000530242919922,2138.907035175879,7.073352575302124,2138.907035175879,0.10600018501281738,1.5252332298514353,0.21799087524414062,2.8797374807904337,0.009998798370361328,31.441902313624677,1.001011848449707,70.77103177287692,0.23299884796142578,128.76130653266333,0.22099995613098145
simulated-logs/AcademicCredentials_ServiceMiner\AcademicCredentials_ServiceMiner_8.csv.gz,0.10869565217391304,0.8612775802612305,0.1723401424092379,5.8970746994018555,1650.4817480719794,44.40376424789429,1892.0384130364887,0.020995378494262695,1992.6633165829146,7.090904951095581,1992.6633165829144,0.10299992561340332,1.4058446057108087,0.2089979648590088,2.0497041169874306,0.011001110076904297,20.78123393316196,1.0674867630004883,70.57733948437726,0.25800132751464844,129.16331658291458,0.23800277709960938
simulated-logs/AcademicCredentials_ServiceMiner\AcademicCredentials_ServiceMiner_9.csv.gz,0.1056695345245974,0.7800009250640869,0.1386494716896727,5.913999319076538,1675.7974293059126,41.806625843048096,1883.6454984162688,0.020006895065307617,1977.8115577889448,6.882519721984863,1977.8115577889448,0.09899663925170898,0.9780999112640472,0.1959998607635498,1.62253525234909,0.010001897811889648,24.82236503856041,0.9869976043701172,69.9708461485494,0.25345373153686523,128.01005025125627,0.2299966812133789
name,bigram,bigram_runtime,cfld,cfld_runtime,absolute_emd,absolute_emd_runtime,absolute_wass,absolute_wass_runtime,case_arrival_emd,case_arrival_emd_runtime,case_arrival_wass,case_arrival_wass_runtime,circadian_emd,circadian_emd_runtime,circadian_wass,circadian_wass_runtime,relative_emd,relative_emd_runtime,relative_wass,relative_wass_runtime,cycle_time_wass,cycle_time_wass_runtime
simulated-logs/AcademicCredentials_ServiceMiner\AcademicCredentials_ServiceMiner_0.csv.gz,0.13059114407732075,0.7513904571533203,0.18398671749802403,7.3688764572143555,606.135067114094,31.041605234146118,653.1065028399037,0.023002147674560547,675.5125628140704,4.6627373695373535,675.5125628140704,0.10179448127746582,1.5060635694395947,0.19289207458496094,2.2466408543043697,0.015005111694335938,74.03355704697987,1.245016098022461,74.49606476899916,0.2587754726409912,99.65577889447235,0.2455432415008545
simulated-logs/AcademicCredentials_ServiceMiner\AcademicCredentials_ServiceMiner_1.csv.gz,0.15656565656565657,0.8457303047180176,0.18000215167300596,6.558633089065552,381.0654362416107,26.5655779838562,391.07739772549377,0.01854085922241211,408.8115577889447,4.829563856124878,408.8115577889447,0.10199975967407227,1.7170235891129135,0.21140122413635254,2.4816853246008748,0.012589454650878906,61.39569351230425,1.0653820037841797,75.08030082668,0.293597936630249,99.92713567839196,0.2503626346588135
simulated-logs/AcademicCredentials_ServiceMiner\AcademicCredentials_ServiceMiner_2.csv.gz,0.13977042538825118,0.828279972076416,0.17793313609896524,7.0732433795928955,366.1459731543624,22.061936140060425,396.28341639860736,0.020999670028686523,400.45477386934675,5.324144601821899,400.45477386934675,0.1280045509338379,1.3889354539009748,0.25560975074768066,2.6476452580634353,0.018004894256591797,74.23517897091723,1.6443359851837158,74.6525078131299,0.32170581817626953,99.7537688442211,0.30900001525878906
simulated-logs/AcademicCredentials_ServiceMiner\AcademicCredentials_ServiceMiner_3.csv.gz,0.14292279411764705,1.2962076663970947,0.17258505732123822,8.329790592193604,272.5934004474273,24.907350540161133,283.8141658315365,0.024998903274536133,285.5854271356784,4.94873309135437,285.5854271356784,0.11405086517333984,1.9393384472274882,0.26804447174072266,2.7292501790806325,0.015564441680908203,58.48406040268456,1.2900745868682861,75.07687183030157,0.31591272354125977,100.34422110552764,0.2579488754272461
simulated-logs/AcademicCredentials_ServiceMiner\AcademicCredentials_ServiceMiner_4.csv.gz,0.14388976733679693,1.0471510887145996,0.17595426628089944,6.876137733459473,394.6770134228188,29.624879121780396,424.95904495636785,0.02059650421142578,431.8643216080402,6.007955551147461,431.8643216080402,0.14359521865844727,1.446182454167416,0.2341451644897461,2.002218922611583,0.011998176574707031,74.5162192393736,1.3622944355010986,74.8441829293014,0.3451554775238037,99.08040201005024,0.25711488723754883
simulated-logs/AcademicCredentials_ServiceMiner\AcademicCredentials_ServiceMiner_5.csv.gz,0.145475372279496,0.9768152236938477,0.17185277034523266,7.320826053619385,105.50111856823266,27.77106547355652,108.64814827027018,0.022998332977294922,113.79396984924622,5.951003789901733,113.79396984924622,0.22199511528015137,1.7718908592879177,0.2940032482147217,3.0747183593435263,0.01899433135986328,68.54194630872483,1.6875414848327637,74.81853774052983,0.30800366401672363,99.70854271356784,0.3625345230102539
simulated-logs/AcademicCredentials_ServiceMiner\AcademicCredentials_ServiceMiner_6.csv.gz,0.1492638731596829,1.2109942436218262,0.17614370554069048,7.356206178665161,135.84200223713646,25.546430349349976,147.3394193280771,0.02500629425048828,158.73115577889448,3.9532508850097656,158.73115577889448,0.15898895263671875,1.8867666821790818,0.2440016269683838,2.6190801886184665,0.013999223709106445,74.92197986577182,1.3569965362548828,75.16781807107765,0.3619983196258545,99.78391959798995,0.2640042304992676
simulated-logs/AcademicCredentials_ServiceMiner\AcademicCredentials_ServiceMiner_7.csv.gz,0.13611615245009073,0.9790024757385254,0.1766093273002821,8.99483060836792,329.26649888143174,23.14792776107788,346.5754058489344,0.018993854522705078,370.0678391959799,4.02105188369751,370.0678391959799,0.09763574600219727,1.8324390212553119,0.2124323844909668,2.968597019090643,0.010995149612426758,75.18008948545861,1.1540093421936035,75.3593547627458,0.24898886680603027,100.25125628140702,0.23800158500671387
simulated-logs/AcademicCredentials_ServiceMiner\AcademicCredentials_ServiceMiner_8.csv.gz,0.15237876350264307,0.8229990005493164,0.19566191764684226,5.634174585342407,201.2192393736018,20.33610486984253,212.09139832423665,0.018994569778442383,224.73366834170855,3.884753704071045,224.73366834170855,0.11127042770385742,1.7212784139918218,0.2062978744506836,2.248083838601367,0.013004541397094727,57.47678970917226,1.1679387092590332,74.80357305636899,0.35901713371276855,100.56532663316582,0.25302624702453613
simulated-logs/AcademicCredentials_ServiceMiner\AcademicCredentials_ServiceMiner_9.csv.gz,0.126599634369287,0.9284932613372803,0.16310294256274155,5.752552270889282,198.38674496644296,21.277750968933105,200.48121030081495,0.01900649070739746,208.97236180904522,4.211066246032715,208.97236180904525,0.10799932479858398,1.1145886950934716,0.19499993324279785,1.9973311911875704,0.013006448745727539,74.8694071588367,1.1599936485290527,74.89462987376157,0.27900004386901855,99.71859296482411,0.25099992752075195
name,bigram,bigram_runtime,cfld,cfld_runtime,absolute_emd,absolute_emd_runtime,absolute_wass,absolute_wass_runtime,case_arrival_emd,case_arrival_emd_runtime,case_arrival_wass,case_arrival_wass_runtime,circadian_emd,circadian_emd_runtime,circadian_wass,circadian_wass_runtime,relative_emd,relative_emd_runtime,relative_wass,relative_wass_runtime,cycle_time_wass,cycle_time_wass_runtime
simulated-logs/AcademicCredentials_SIMOD\AcademicCredentials_SIMOD_0.csv.gz,0.23336330935251798,0.8679993152618408,0.196508185421502,6.855000257492065,1448.022879177378,44.25600528717041,1750.6188741956225,0.017997026443481445,1819.7437185929648,8.047990083694458,1819.7437185929648,0.10199999809265137,2.1063451709374013,0.17300057411193848,3.1810063203920222,0.011003494262695312,1.3341902313624678,2.708996534347534,42.244137928957294,0.2530026435852051,81.12060301507539,0.257997989654541
